chunk_id	volume	section	anchor_label	class	subclass	raw_text	normalized_target	confidence	resolution	ibid_resolved	antecedent
bon-hex-c8	5	apparatus:p371-3	p371-3	crossref	logical	I. Sent. d. 2. q. 2.	bon-sent-I-d2-a1-q2		chunk		
bon-hex-c8	5	apparatus:p371-4	p371-4	scripture	apparatus-explicit	Ioan. 5, 17	Ioan 5:17	A	verse		
bon-hex-c8	5	apparatus:p371-4	p371-4	crossref	work	Breviloq. p. I. c. 6.	bon-brev-p1-c6		chunk		
bon-hex-c8	5	apparatus:p371-5	p371-5	crossref	work	Breviloq. p. V. c. 7.	bon-brev-p5-c7		chunk		
bon-hex-c8	5	apparatus:p371-6	p371-6	scripture	apparatus-explicit	Exod. 28, 6	Exod 28:6	A	verse		
bon-hex-c9	5	latin_body	p372-3	scripture	body-ordinal	Ioannis quinto	Ioan 5:7	B	verse		
bon-hex-c9	5	latin_body	p373-7	scripture	body-ordinal	ad Hebraeos primo	Hebr 1:1	B	verse		
bon-hex-c9	5	latin_body	p374-3	scripture	body-ordinal	ad Corinthios duodecimo	Cor* 12:2	B	verse		
bon-hex-c9	5	latin_body		scripture	body-ordinal	Ecclesiastici vigesimo quarto	Eccli 24	C	chapter		
bon-hex-c9	5	latin_body	p376-9	scripture	body-ordinal	ad Thessalonicenses secundo	Thess* 2:11	B	verse		
bon-hex-c9	5	apparatus:p372-2	p372-2	scripture	apparatus-explicit	Gen. 1, 8	Gen 1:8	A	verse		
bon-hex-c9	5	apparatus:p372-3	p372-3	scripture	apparatus-explicit	Ps. 32, 6	Ps 32:6	A	verse		
bon-hex-c9	5	apparatus:p372-3	p372-3	scripture	apparatus-explicit	Ps. 118, 89	Ps 118:89	A	verse		
bon-hex-c9	5	apparatus:p373-1	p373-1	scripture	apparatus-explicit	Ioan. 1, 3	Ioan 1:3	A	verse		
bon-hex-c9	5	apparatus:p373-2	p373-2	crossref	work	Breviloq. p. II. c. 2.	bon-brev-p2-c2		chunk		
bon-hex-c9	5	apparatus:p373-3	p373-3	scripture	apparatus-explicit	Ezech. 1, 24	Ezech 1:24	A	verse		
bon-hex-c9	5	apparatus:p373-3	p373-3	scripture	apparatus-explicit	Iob 26, 14	Iob 26:14	A	verse		
bon-hex-c9	5	apparatus:p373-4	p373-4	scripture	apparatus-explicit	Ioan. 5, 36	Ioan 5:36	A	verse		
bon-hex-c9	5	apparatus:p373-4	p373-4	scripture	apparatus-explicit	Ioan. 3, 12	Ioan 3:12	A	verse		
bon-hex-c9	5	apparatus:p373-4	p373-4	scripture	apparatus-explicit	Matth. 3, 16	Matth 3:16	A	verse		
bon-hex-c9	5	apparatus:p373-4	p373-4	scripture	apparatus-explicit	Ioan. 10, 29	Ioan 10:29	A	verse		
bon-hex-c9	5	apparatus:p373-5	p373-5	scripture	apparatus-explicit	I. Cor. 3, 11	1Cor 3:11	A	verse		
bon-hex-c9	5	apparatus:p373-5	p373-5	scripture	apparatus-explicit	Isai. 28, 16	Isai 28:16	A	verse		
bon-hex-c9	5	apparatus:p373-5	p373-5	scripture	apparatus-explicit	I. Petr. 2, 6	1Petr 2:6	A	verse		
bon-hex-c9	5	apparatus:p373-5	p373-5	scripture	apparatus-explicit	Eph. 2, 20	Eph 2:20	A	verse		
bon-hex-c9	5	apparatus:p373-6	p373-6	scripture	apparatus-explicit	I. Ioan. 5, 6	1Ioan 5:6	A	verse		
bon-hex-c9	5	apparatus:p373-6	p373-6	scripture	apparatus-explicit	Luc. 10, 23	Luc 10:23	A	verse		
bon-hex-c9	5	apparatus:p373-7	p373-7	scripture	anaphor->apparatus-explicit	ibid.	Luc 10:23	A	verse	yes	Luc. 10, 23
bon-hex-c9	5	apparatus:p373-8	p373-8	scripture	apparatus-explicit	Hebr. 1, 3	Hebr 1:3	A	verse		
bon-hex-c9	5	apparatus:p374-1	p374-1	scripture	apparatus-explicit	Luc. 21, 23	Luc 21:23	A	verse		
bon-hex-c9	5	apparatus:p374-2	p374-2	scripture	apparatus-explicit	Apoc. 21, 16	Apoc 21:16	A	verse		
bon-hex-c9	5	apparatus:p374-3	p374-3	scripture	apparatus-explicit	Eccli. 24, 6	Eccli 24:6	A	verse		
bon-hex-c9	5	apparatus:p374-3	p374-3	crossref	page	supra pag. 347, nota 2	bon-hex-c3		chunk		
bon-hex-c9	5	apparatus:p374-4	p374-4	scripture	apparatus-explicit	Gal. 3, 19	Gal 3:19	A	verse		
bon-hex-c9	5	apparatus:p374-4	p374-4	scripture	apparatus-explicit	Num. 12, 6-8	Num 12:6-8	A	verse		
bon-hex-c9	5	apparatus:p374-5	p374-5	scripture	apparatus-explicit	Exod. 24, 18	Exod 24:18	A	verse		
bon-hex-c9	5	apparatus:p374-5	p374-5	scripture	apparatus-explicit	Deut. 9, 18	Deut 9:18	A	verse		
bon-hex-c9	5	apparatus:p374-5	p374-5	scripture	apparatus-explicit	Exod. 3, 2	Exod 3:2	A	verse		
bon-hex-c9	5	apparatus:p374-5	p374-5	scripture	apparatus-explicit	Act. 7, 38	Act 7:38	A	verse		
bon-hex-c9	5	apparatus:p374-7	p374-7	scripture	anaphor->apparatus-explicit	ibid.	Act 7:38	A	verse	yes	Act. 7, 38
bon-hex-c9	5	apparatus:p374-7	p374-7	scripture	apparatus-explicit	Ioan. 20, 29	Ioan 20:29	A	verse		
bon-hex-c9	5	apparatus:p374-7	p374-7	scripture	apparatus-explicit	Act. 10, 42	Act 10:42	A	verse		
bon-hex-c9	5	apparatus:p374-8	p374-8	scripture	apparatus-explicit	I. Cor. 15, 8	1Cor 15:8	A	verse		
bon-hex-c9	5	apparatus:p374-8	p374-8	scripture	apparatus-explicit	Eccli. 24, 6	Eccli 24:6	A	verse		
bon-hex-c9	5	apparatus:p374-10	p374-10	scripture	apparatus-explicit	Exod. 7	Exod 7	C	chapter		
bon-hex-c9	5	apparatus:p374-10	p374-10	scripture	apparatus-explicit	Deut. 29, 5	Deut 29:5	A	verse		
bon-hex-c9	5	apparatus:p374-10	p374-10	scripture	apparatus-explicit	III. Reg. 17, 1	3Reg 17:1	A	verse		
bon-hex-c9	5	apparatus:p374-10	p374-10	scripture	anaphor->apparatus-explicit	ibid.	3Reg 17:1	A	verse	yes	III. Reg. 17, 1
bon-hex-c9	5	apparatus:p375-1	p375-1	scripture	apparatus-explicit	Act. 7, 52	Act 7:52	A	verse		
bon-hex-c9	5	apparatus:p375-1	p375-1	scripture	apparatus-explicit	Hebr. 11, 37	Hebr 11:37	A	verse		
bon-hex-c9	5	apparatus:p375-2	p375-2	scripture	apparatus-explicit	Psalm. 8, 4	Ps 8:4	A	verse		
bon-hex-c9	5	apparatus:p375-2	p375-2	scripture	apparatus-explicit	Exod. 8, 19	Exod 8:19	A	verse		
bon-hex-c9	5	apparatus:p375-2	p375-2	crossref	page	supra pag. 341, nota 7	bon-hex-c2		chunk		
bon-hex-c9	5	apparatus:p375-3	p375-3	scripture	apparatus-explicit	Psalm. 103, 12	Ps 103:12	A	verse		
bon-hex-c9	5	apparatus:p375-3	p375-3	scripture	apparatus-explicit	Exod. 25, 22	Exod 25:22	A	verse		
bon-hex-c9	5	apparatus:p375-3	p375-3	scripture	apparatus-explicit	Ezech. 28, 14	Ezech 28:14	A	verse		
bon-hex-c9	5	apparatus:p375-4	p375-4	scripture	apparatus-explicit	Luc. 1, 31	Luc 1:31	A	verse		
bon-hex-c9	5	apparatus:p375-4	p375-4	scripture	apparatus-explicit	Matth. 26, 4	Matth 26:4	A	verse		
bon-hex-c9	5	apparatus:p375-6	p375-6	scripture	apparatus-explicit	Apoc. 4, 4	Apoc 4:4	A	verse		
bon-hex-c9	5	apparatus:p375-6	p375-6	crossref	page	supra pag. 368, nota 7	bon-hex-c7+bon-hex-c8		page-multi		
bon-hex-c9	5	apparatus:p375-7	p375-7	crossref	page	pag. 178	tom5:p178		forward		
bon-hex-c9	5	apparatus:p376-1	p376-1	crossref	work	Breviloq. p. I. c. 2.	bon-brev-p1-c2		chunk		
bon-hex-c9	5	apparatus:p376-3	p376-3	crossref	logical	II. Sent. d. 1. p. I. a. 1. q. 1.	bon-sent-II-d1-p1-a1-q1		chunk		
bon-hex-c9	5	apparatus:p376-3	p376-3	crossref	relative-inherited	ibid.	bon-sent-II-d1-p1-a1-q1		chunk		
bon-hex-c9	5	apparatus:p376-4	p376-4	scripture	apparatus-explicit	Psalm. 26, 1	Ps 26:1	A	verse		
bon-hex-c9	5	apparatus:p376-5	p376-5	scripture	apparatus-explicit	Rom. 8, 32	Rom 8:32	A	verse		
bon-hex-c9	5	apparatus:p376-5	p376-5	scripture	apparatus-explicit	Ioan. 16, 15	Ioan 16:15	A	verse		
bon-hex-c9	5	apparatus:p376-5	p376-5	scripture	apparatus-explicit	Eph. 2, 4	Eph 2:4	A	verse		
bon-hex-c9	5	apparatus:p376-5	p376-5	scripture	apparatus-explicit	Luc. 1, 78	Luc 1:78	A	verse		
bon-hex-c9	5	apparatus:p376-6	p376-6	scripture	apparatus-explicit	Marc. 9, 22	Marc 9:22	A	verse		
bon-hex-c9	5	apparatus:p376-7	p376-7	scripture	apparatus-explicit	III. Reg. 21, 19	3Reg 21:19	A	verse		
bon-hex-c9	5	apparatus:p376-8	p376-8	scripture	apparatus-explicit	Matth. 15, 26	Matth 15:26	A	verse		
bon-hex-c9	5	apparatus:p376-8	p376-8	scripture	apparatus-explicit	Ps. 77, 25	Ps 77:25	A	verse		
bon-hex-c9	5	apparatus:p376-9	p376-9	scripture	apparatus-explicit	Rom. 8, 35-39	Rom 8:35-39	A	verse		
bon-hex-c9	5	apparatus:p376-9	p376-9	scripture	apparatus-explicit	Eph. 3, 17	Eph 3:17	A	verse		
bon-hex-c9	5	apparatus:p376-10	p376-10	scripture	apparatus-explicit	Psalm. 88, 6	Ps 88:6	A	verse		
bon-hex-c9	5	apparatus:p376-10	p376-10	scripture	apparatus-explicit	II. Cor. 12, 2	2Cor 12:2	A	verse		
bon-hex-c9	5	apparatus:p376-10	p376-10	scripture	apparatus-explicit	Matth. 7, 24	Matth 7:24	A	verse		
bon-hex-scholion	5	latin_body		crossref	page	pag. 543	tom5:p543		forward		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	II. Cor. 3, 6	2Cor 3:6	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	I. Cor. 8, 1	1Cor 8:1	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	Gen. 2, 9	Gen 2:9	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	Iac. 3, 17	Iac 3:17	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	I. Cor. 13	1Cor 13	C	chapter		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	I. Cor. 12, 31	1Cor 12:31	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	II. Esdr. 4, 17	2Esdr 4:17	A	verse		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	I. Cor. 2, 6	1Cor 2:6	A	verse		
bon-hex-scholion	5	latin_body		crossref	work	Breviloq.	work:breviloquium		work		
bon-hex-scholion	5	latin_body		crossref	anaphor->work	ibid.	work:breviloquium		work	yes	Breviloq.
bon-hex-scholion	5	latin_body		crossref	logical	II. Sent. d. 23. a. 2. q. 3.	bon-sent-II-d23-a2-q3		chunk		
bon-hex-scholion	5	latin_body		crossref	work	Itiner.	work:itinerarium		work		
bon-hex-scholion	5	latin_body		crossref	relative-inherited	ibid.	bon-sent-II-d23-a2-q3		chunk		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	II. Cor. 4	2Cor 4	C	chapter		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	Gen. 1, 4	Gen 1:4	A	verse		
bon-hex-scholion	5	latin_body		crossref	work	Breviloquio	work:breviloquium		work		
bon-hex-scholion	5	latin_body		crossref	logical	I. Sent. d. 35.	I:d35		distinctio		
bon-hex-scholion	5	latin_body		crossref	work	Breviloq. p. I. c. 8	bon-brev-p1-c8		chunk		
bon-hex-scholion	5	latin_body		crossref	work	Itinerar.	work:itinerarium		work		
bon-hex-scholion	5	latin_body		crossref	relative-inherited	ibid.	I:d35		distinctio		
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	Gen. 1, 8	Gen 1:8	A	verse		
bon-hex-scholion	5	latin_body		crossref	anaphor->work	loc. cit.	work:breviloquium		work	yes	Breviloq.
bon-hex-scholion	5	latin_body		scripture	apparatus-explicit	II. Tim. 3, 16	2Tim 3:16	A	verse		
bon-hex-scholion	5	latin_body		crossref	logical	II. Sent. d. 12. a. 1. q. 2.	bon-sent-II-d12-a1-q2		chunk		
bon-hex-scholion	5	latin_body		crossref	page	pag. 55	tom5:p55		forward		
bon-hex-scholion	5	latin_body		authority	authority:Bonav.	I. Sent. d. 5. dub. 4.			excluded		
bon-hex-scholion	5	apparatus:p450-1	p450-1	scripture	apparatus-explicit	Gen. 2, 7	Gen 2:7	A	verse		
bon-itin-c1	5	apparatus:p296-6	p296-6	scripture	apparatus-explicit	Psalm. 83, 6	Ps 83:6	A	verse		
bon-itin-c1	5	apparatus:p297-1	p297-1	scripture	apparatus-explicit	Ps. 85, 11	Ps 85:11	A	verse		
bon-itin-c1	5	apparatus:p297-1	p297-1	crossref	work	Breviloq. p. V. c. 1.	bon-brev-p5-c1		chunk		
bon-itin-c1	5	apparatus:p297-2	p297-2	crossref	work	Breviloq. p. II. c. 12.	bon-brev-p2-c12		chunk		
bon-itin-c1	5	apparatus:p297-2	p297-2	crossref	logical	II. Sent. d. 2. p. I. a. 1. q. 1.	bon-sent-II-d2-p1-a1-q1		chunk		
bon-itin-c1	5	apparatus:p297-4	p297-4	scripture	apparatus-explicit	Exod. 3, 18	Exod 3:18	A	verse		
bon-itin-c1	5	apparatus:p297-5	p297-5	scripture	apparatus-explicit	Gen. 1, 3	Gen 1:3	A	verse		
bon-itin-c1	5	apparatus:p297-5	p297-5	crossref	page	supra pag. 230, nota 5	bon-brev-p2-c11+bon-brev-p2-c12		page-multi		
bon-itin-c1	5	apparatus:p297-6	p297-6	scripture	apparatus-explicit	Marc. 12, 30	Marc 12:30	A	verse		
bon-itin-c1	5	apparatus:p297-6	p297-6	scripture	apparatus-explicit	Matth. 22, 37	Matth 22:37	A	verse		
bon-itin-c1	5	apparatus:p297-6	p297-6	scripture	apparatus-explicit	Luc. 10, 27	Luc 10:27	A	verse		
bon-itin-c1	5	apparatus:p297-7	p297-7	scripture	apparatus-explicit	Apoc. 1, 8	Apoc 1:8	A	verse		
bon-itin-c1	5	apparatus:p297-7	p297-7	crossref	logical	I. Sent. d. 3. p. I. q. 3.	bon-sent-I-d3-p1-a1-q3		chunk		
bon-itin-c1	5	apparatus:p297-7	p297-7	crossref	work	Breviloq.	work:breviloquium		work		
bon-itin-c1	5	apparatus:p297-8	p297-8	scripture	apparatus-explicit	III. Reg. 10, 19	3Reg 10:19	A	verse		
bon-itin-c1	5	apparatus:p297-8	p297-8	scripture	apparatus-explicit	Isai. 6, 2	Isai 6:2	A	verse		
bon-itin-c1	5	apparatus:p297-8	p297-8	scripture	apparatus-explicit	Exod. 24, 16	Exod 24:16	A	verse		
bon-itin-c1	5	apparatus:p297-8	p297-8	scripture	apparatus-explicit	Matth. 17, 1	Matth 17:1	A	verse		
bon-itin-c1	5	apparatus:p297-10	p297-10	scripture	apparatus-explicit	Gen. 2, 15	Gen 2:15	A	verse		
bon-itin-c1	5	apparatus:p297-10	p297-10	crossref	work	Breviloq. p. III. c. 5.	bon-brev-p3-c5		chunk		
bon-itin-c1	5	apparatus:p297-10	p297-10	scripture	apparatus-explicit	Tob. 5, 12	Tob 5:12	A	verse		
bon-itin-c1	5	apparatus:p298-1	p298-1	scripture	apparatus-explicit	I. Cor. 1, 30	1Cor 1:30	A	verse		
bon-itin-c1	5	apparatus:p298-1	p298-1	scripture	apparatus-explicit	Ioan. 1, 14	Ioan 1:14	A	verse		
bon-itin-c1	5	apparatus:p298-1	p298-1	scripture	apparatus-explicit	I. Tim. 1, 5	1Tim 1:5	A	verse		
bon-itin-c1	5	apparatus:p298-3	p298-3	scripture	apparatus-explicit	Psalm. 83, 8	Ps 83:8	A	verse		
bon-itin-c1	5	apparatus:p298-3	p298-3	crossref	page	supra pag. 297, nota 1	bon-itin-c1		chunk		
bon-itin-c1	5	apparatus:p298-4	p298-4	scripture	apparatus-explicit	Gen. 28, 12	Gen 28:12	A	verse		
bon-itin-c1	5	apparatus:p298-4	p298-4	crossref	page	supra pag. 205, nota 2	bon-brev-prol-s3+bon-brev-prol-s4		page-multi		
bon-itin-c1	5	apparatus:p298-4	p298-4	scripture	apparatus-explicit	Exod. 13, 3	Exod 13:3	A	verse		
bon-itin-c1	5	apparatus:p298-5	p298-5	scripture	apparatus-explicit	Ioan. 13, 1	Ioan 13:1	A	verse		
bon-itin-c1	5	apparatus:p298-5	p298-5	scripture	apparatus-explicit	Eccli. 24, 26	Eccli 24:26	A	verse		
bon-itin-c1	5	apparatus:p298-5	p298-5	scripture	apparatus-explicit	Sap. 13, 5	Sap 13:5	A	verse		
bon-itin-c1	5	apparatus:p298-6	p298-6	crossref	work	Breviloq.	work:breviloquium		work		
bon-itin-c1	5	apparatus:p298-7	p298-7	scripture	apparatus-explicit	Sap. 11, 21	Sap 11:21	A	verse		
bon-itin-c1	5	apparatus:p298-7	p298-7	crossref	page	supra pag. 54, nota 7	tom5:p54		forward		
bon-itin-c1	5	apparatus:p298-7	p298-7	crossref	logical	I. Sent. d. 3. p. I. dub. 3.	bon-sent-I-d3-p1-dubia		chunk		
bon-itin-c1	5	apparatus:p298-7	p298-7	crossref	page	supra pag. 82, nota 5	tom5:p82		forward		
bon-itin-c1	5	apparatus:p298-7	p298-7	crossref	page	pag. 219, nota 1	bon-brev-p2-c1+bon-brev-p2-c2		page-multi		
bon-itin-c1	5	apparatus:p298-7	p298-7	crossref	page	pag. 242, nota 5	bon-brev-p4-c1+bon-brev-p4-c2		page-multi		
bon-itin-c1	5	apparatus:p298-8	p298-8	scripture	apparatus-explicit	Hebr. 11, 3	Hebr 11:3	A	verse		
bon-itin-c1	5	apparatus:p298-8	p298-8	crossref	work	Breviloq.	work:breviloquium		work		
bon-itin-c1	5	apparatus:p299-2	p299-2	crossref	work	Breviloq. p. II. c. 1.	bon-brev-p2-c1		chunk		
bon-itin-c1	5	apparatus:p299-3	p299-3	crossref	page	supra pag. 214, nota 3	bon-brev-p1-c5+bon-brev-p1-c6		page-multi		
bon-itin-c1	5	apparatus:p299-5	p299-5	crossref	logical	II. Sent. d. 7. p. II. a. 2. q. 1.	bon-sent-II-d7-p2-a2-q1		chunk		
bon-itin-c1	5	apparatus:p299-5	p299-5	crossref	chain-continuation	d. 18. a. 1. q. 2.	bon-sent-II-d18-a1-q2		chunk		
bon-itin-c1	5	apparatus:p299-6	p299-6	crossref	page	pag. 19, nota 7	tom5:p19		forward		
bon-itin-c1	5	apparatus:p299-6	p299-6	crossref	page	supra pag. 12, nota 7	tom5:p12		forward		
bon-itin-c1	5	apparatus:p299-7	p299-7	crossref	page	supra pag. 179, nota 9	tom5:p179		forward		
bon-itin-c1	5	apparatus:p299-7	p299-7	crossref	work	Breviloq. p. II. c. 3.	bon-brev-p2-c3		chunk		
bon-itin-c1	5	apparatus:p299-7	p299-7	crossref	anaphor->work	ibid.	bon-brev-p2-c3		chunk	yes	Breviloq. p. II. c. 3.
bon-itin-c1	5	apparatus:p299-8	p299-8	scripture	apparatus-explicit	Prov. 22, 17	Prov 22:17	A	verse		
bon-itin-c1	5	apparatus:p299-9	p299-9	scripture	apparatus-explicit	Sap. 5, 21	Sap 5:21	A	verse		
bon-itin-c1	5	apparatus:p299-9	p299-9	scripture	apparatus-explicit	Ps. 91, 5	Ps 91:5	A	verse		
bon-itin-c1	5	apparatus:p299-9	p299-9	scripture	apparatus-explicit	Ps. 103, 24	Ps 103:24	A	verse		
bon-itin-c2	5	apparatus:p300-2	p300-2	crossref	work	Breviloq. p. II. c. 3.	bon-brev-p2-c3		chunk		
bon-itin-c2	5	apparatus:p300-3	p300-3	scripture	apparatus-explicit	Hebr. 1, 14	Hebr 1:14	A	verse		
bon-itin-c2	5	apparatus:p300-3	p300-3	crossref	logical	II. Sent. d. 10.	II:d10		distinctio		
bon-itin-c2	5	apparatus:p300-4	p300-4	crossref	page	supra pag. 227, nota 5	bon-brev-p2-c10+bon-brev-p2-c9		page-multi		
bon-itin-c2	5	apparatus:p300-4	p300-4	crossref	page	supra pag. 221, nota 1	bon-brev-p2-c3+bon-brev-p2-c4		page-multi		
bon-itin-c2	5	apparatus:p300-7	p300-7	crossref	page	tom. I. pag. 38, nota 4	bon-sent-I-d1-a3-q1		chunk		
bon-itin-c2	5	apparatus:p300-7	p300-7	crossref	page	tom. IV. pag. 391, nota 3	bon-sent-IV-d16-p1-a3-q1+bon-sent-IV-d16-p1-a4-q1		page-multi		
bon-itin-c2	5	apparatus:p301-1	p301-1	crossref	page	tom. I. pag. 544, nota 8	bon-sent-I-d31-p2-a1-q3		chunk		
bon-itin-c2	5	apparatus:p301-1	p301-1	crossref	page	tom. IV. pag. 1025, nota 3	bon-sent-IV-d49-p2-s2-a2-q1		chunk		
bon-itin-c2	5	apparatus:p301-4	p301-4	crossref	page	supra pag. 17, nota 3	tom5:p17		forward		
bon-itin-c2	5	apparatus:p301-6	p301-6	scripture	apparatus-explicit	Col. 1, 15	Col 1:15	A	verse		
bon-itin-c2	5	apparatus:p301-6	p301-6	scripture	apparatus-explicit	Hebr. 1, 3	Hebr 1:3	A	verse		
bon-itin-c2	5	apparatus:p301-6	p301-6	crossref	logical	III. Sent. d. 10. a. 1. q. 3.	bon-sent-III-d10-a1-q3		chunk		
bon-itin-c2	5	apparatus:p301-6	p301-6	crossref	logical	I. Sent. d. 27. p. II. q. 4.	bon-sent-I-d27-p2-a1-q4		chunk		
bon-itin-c2	5	apparatus:p301-7	p301-7	crossref	page	supra pag. 300, nota 7	bon-itin-c2		chunk		
bon-itin-c2	5	apparatus:p301-7	p301-7	crossref	page	supra pag. 12, nota 7	tom5:p12		forward		
bon-itin-c2	5	apparatus:p301-7	p301-7	crossref	page	pag. 33, nota 5	tom5:p33		forward		
bon-itin-c2	5	apparatus:p302-1	p302-1	crossref	page	supra pag. 17, nota 4	tom5:p17		forward		
bon-itin-c2	5	apparatus:p302-1	p302-1	crossref	page	tom. I. pag. 69, nota 12	bon-sent-I-d3-p1-a1-q1		chunk		
bon-itin-c2	5	apparatus:p302-2	p302-2	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-itin-c2	5	apparatus:p302-5	p302-5	crossref	page	supra pag. 11, nota 6	tom5:p11		forward		
bon-itin-c2	5	apparatus:p302-5	p302-5	crossref	page	pag. 221, nota 3	bon-brev-p2-c3+bon-brev-p2-c4		page-multi		
bon-itin-c2	5	apparatus:p302-6	p302-6	scripture	apparatus-explicit	Isai. 6, 2	Isai 6:2	A	verse		
bon-itin-c2	5	apparatus:p302-8	p302-8	scripture	apparatus-explicit	Rom. 1, 20	Rom 1:20	A	verse		
bon-itin-c2	5	apparatus:p302-8	p302-8	crossref	work	Breviloq. p. I. c. 5	bon-brev-p1-c5		chunk		
bon-itin-c2	5	apparatus:p302-8	p302-8	crossref	logical	I. Sent. d. 16. q. 1.	bon-sent-I-d16-a1-q1		chunk		
bon-itin-c2	5	apparatus:p302-8	p302-8	crossref	logical	II. Sent. d. 10. a. 3. q. 2.	bon-sent-II-d10-a3-q2		chunk		
bon-itin-c2	5	apparatus:p303-2	p303-2	scripture	apparatus-explicit	Rom. 1, 20	Rom 1:20	A	verse		
bon-itin-c2	5	apparatus:p303-2	p303-2	scripture	apparatus-explicit	I. Cor. 15, 57	1Cor 15:57	A	verse		
bon-itin-c2	5	apparatus:p303-2	p303-2	scripture	apparatus-explicit	I. Petr. 2, 9	1Petr 2:9	A	verse		
bon-itin-c3	5	apparatus:p303-3	p303-3	scripture	apparatus-explicit	Exod. 26	Exod 26	C	chapter		
bon-itin-c3	5	apparatus:p303-3	p303-3	crossref	work	Breviloq. p. II. c. 12.	bon-brev-p2-c12		chunk		
bon-itin-c3	5	apparatus:p303-6	p303-6	crossref	page	tom. I. pag. 155, nota 10			dangling		
bon-itin-c3	5	apparatus:p303-6	p303-6	crossref	page	supra pag. 79, nota 6	tom5:p79		forward		
bon-itin-c3	5	apparatus:p303-7	p303-7	crossref	logical	II. Sent. d. 39. a. 1. q. 2.	bon-sent-II-d39-a1-q2		chunk		
bon-itin-c3	5	apparatus:p303-7	p303-7	crossref	chain-continuation	d. 49. p. I. q. 2.			dangling		
bon-itin-c3	5	apparatus:p303-7	p303-7	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-itin-c3	5	apparatus:p304-2	p304-2	crossref	page	supra pag. 71, nota 3	tom5:p71		forward		
bon-itin-c3	5	apparatus:p304-2	p304-2	crossref	page	supra pag. 215, nota 1	bon-brev-p1-c6+bon-brev-p1-c7		page-multi		
bon-itin-c3	5	apparatus:p304-3	p304-3	crossref	page	tom. III. pag. 802, nota 8	bon-sent-III-d36-a1-q5		chunk		
bon-itin-c3	5	apparatus:p304-3	p304-3	crossref	page	supra pag. 19, nota 8	tom5:p19		forward		
bon-itin-c3	5	apparatus:p304-3	p304-3	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-itin-c3	5	apparatus:p304-4	p304-4	scripture	apparatus-explicit	Ioan. 1, 1	Ioan 1:1	A	verse		
bon-itin-c3	5	apparatus:p304-4	p304-4	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-itin-c3	5	apparatus:p304-5	p304-5	crossref	page	pag. 98	tom5:p98		forward		
bon-itin-c3	5	apparatus:p304-5	p304-5	crossref	anaphor->page	ibid.	tom5:p98		forward	yes	pag. 98
bon-itin-c3	5	apparatus:p305-2	p305-2	crossref	page	pag. 302, nota 1	bon-itin-c2		chunk		
bon-itin-c3	5	apparatus:p305-4	p305-4	crossref	anaphor->page	ibid.	bon-itin-c2		chunk	yes	pag. 302, nota 1
bon-itin-c3	5	apparatus:p305-4	p305-4	crossref	work	Breviloq. p. II. c. 12.	bon-brev-p2-c12		chunk		
bon-itin-c3	5	apparatus:p305-4	p305-4	crossref	logical	I. Sent. d. 19. p. I. q. 4.	bon-sent-I-d19-p1-a1-q4		chunk		
bon-itin-c3	5	apparatus:p305-5	p305-5	crossref	page	supra pag. 19, nota 7	tom5:p19		forward		
bon-itin-c3	5	apparatus:p306-1	p306-1	scripture	apparatus-explicit	Psalm. 75, 5	Ps 75:5	A	verse		
bon-itin-c3	5	apparatus:p306-1	p306-1	scripture	apparatus-explicit	Isai. 7, 9	Isai 7:9	A	verse		
bon-itin-c4	5	latin_body		crossref	relative-bare	ibid			unresolvable		
bon-itin-c4	5	apparatus:p306-2	p306-2	crossref	work	Breviloq. p. II. c. 10.	bon-brev-p2-c10		chunk		
bon-itin-c4	5	apparatus:p306-2	p306-2	crossref	anaphor->work	ibid.	bon-brev-p2-c10		chunk	yes	Breviloq. p. II. c. 10.
bon-itin-c4	5	apparatus:p306-3	p306-3	scripture	apparatus-explicit	Isai. 24, 20	Isai 24:20	A	verse		
bon-itin-c4	5	apparatus:p306-3	p306-3	scripture	anaphor->apparatus-explicit	ibid	Isai 24:20	A	verse	yes	Isai. 24, 20
bon-itin-c4	5	apparatus:p306-4	p306-4	scripture	apparatus-explicit	Ioan. 10, 9	Ioan 10:9	A	verse		
bon-itin-c4	5	apparatus:p306-4	p306-4	scripture	apparatus-explicit	Ps. 36, 4	Ps 36:4	A	verse		
bon-itin-c4	5	apparatus:p306-4	p306-4	scripture	apparatus-explicit	I. Tim. 2, 5	1Tim 2:5	A	verse		
